"index","client_id","age","job","marital","education","credit_default","mortgage","month","day","contact_duration","number_contacts","previous_campaign_contacts","previous_outcome","cons_price_idx","euribor_three_months","campaign_outcome","last_contact_date"
"18","18","50","blue-collar","married","basic_9y","False","True","may","6","353","1","0","False","93.994","4.857","False","2022-05-06T00:00:00.000"
"19","19","39","management","single","basic_9y","False","False","may","2","195","1","0","False","93.994","4.857","False","2022-05-02T00:00:00.000"
"20","20","30","unemployed","married","high_school","False","False","may","2","38","1","0","False","93.994","4.857","False","2022-05-02T00:00:00.000"
"21","21","55","blue-collar","married","basic_4y","False","True","may","16","262","1","0","False","93.994","4.857","False","2022-05-16T00:00:00.000"
"22","22","55","retired","single","high_school","False","True","may","20","342","1","0","False","93.994","4.857","False","2022-05-20T00:00:00.000"
"23","23","41","technician","single","high_school","False","True","may","10","181","1","0","False","93.994","4.857","False","2022-05-10T00:00:00.000"
"24","24","37","admin_","married","high_school","False","True","may","2","172","1","0","False","93.994","4.857","False","2022-05-02T00:00:00.000"
"25","25","35","technician","married","university_degree","False","False","may","28","99","1","0","False","93.994","4.857","False","2022-05-28T00:00:00.000"
"26","26","59","technician","married","null","False","True","may","30","93","1","0","False","93.994","4.857","False","2022-05-30T00:00:00.000"
"27","27","39","self-employed","married","basic_9y","False","False","may","16","233","1","0","False","93.994","4.857","False","2022-05-16T00:00:00.000"
"28","28","54","technician","single","university_degree","False","False","may","1","255","2","0","False","93.994","4.857","False","2022-05-01T00:00:00.000"
"29","29","55","unknown","married","university_degree","False","False","may","22","362","1","0","False","93.994","4.857","False","2022-05-22T00:00:00.000"
"30","30","46","admin_","married","null","False","False","may","22","348","1","0","False","93.994","4.857","False","2022-05-22T00:00:00.000"
"31","31","59","technician","married","null","False","True","may","27","386","1","0","False","93.994","4.857","False","2022-05-27T00:00:00.000"
"32","32","49","blue-collar","married","null","False","False","may","25","73","1","0","False","93.994","4.857","False","2022-05-25T00:00:00.000"
"33","33","54","management","married","basic_4y","False","True","may","14","230","1","0","False","93.994","4.857","False","2022-05-14T00:00:00.000"
"34","34","54","blue-collar","divorced","basic_4y","False","False","may","25","208","1","0","False","93.994","4.857","False","2022-05-25T00:00:00.000"
"35","35","55","unknown","married","basic_4y","False","True","may","22","336","1","0","False","93.994","4.857","False","2022-05-22T00:00:00.000"
"36","36","34","services","married","high_school","False","False","may","11","365","1","0","False","93.994","4.857","False","2022-05-11T00:00:00.000"
"37","37","52","technician","married","basic_9y","False","True","may","3","1666","1","0","False","93.994","4.857","False","2022-05-03T00:00:00.000"
"38","38","41","admin_","married","university_degree","False","True","may","2","577","1","0","False","93.994","4.857","False","2022-05-02T00:00:00.000"
"39","39","56","technician","married","basic_4y","False","True","may","20","137","1","0","False","93.994","4.857","False","2022-05-20T00:00:00.000"
"40","40","58","management","unknown","university_degree","False","True","may","5","366","1","0","False","93.994","4.857","False","2022-05-05T00:00:00.000"
"41","41","32","entrepreneur","married","high_school","False","True","may","25","314","1","0","False","93.994","4.857","False","2022-05-25T00:00:00.000"
"42","42","38","admin_","single","professional_course","False","False","may","22","160","1","0","False","93.994","4.857","False","2022-05-22T00:00:00.000"
"43","43","57","admin_","married","university_degree","False","False","may","1","212","1","0","False","93.994","4.857","False","2022-05-01T00:00:00.000"
"44","44","44","admin_","married","university_degree","False","True","may","17","188","1","0","False","93.994","4.857","False","2022-05-17T00:00:00.000"
"45","45","42","technician","single","professional_course","False","False","may","28","22","1","0","False","93.994","4.857","False","2022-05-28T00:00:00.000"
"46","46","57","admin_","married","university_degree","False","True","may","15","616","1","0","False","93.994","4.857","False","2022-05-15T00:00:00.000"
"47","47","40","blue-collar","married","basic_9y","False","False","may","3","178","1","0","False","93.994","4.857","False","2022-05-03T00:00:00.000"
"48","48","35","admin_","married","university_degree","False","True","may","26","355","1","0","False","93.994","4.857","False","2022-05-26T00:00:00.000"
"49","49","45","blue-collar","married","basic_9y","False","True","may","26","225","2","0","False","93.994","4.857","False","2022-05-26T00:00:00.000"
"50","50","54","admin_","married","high_school","False","False","may","3","160","1","0","False","93.994","4.857","False","2022-05-03T00:00:00.000"
"51","51","39","housemaid","married","basic_4y","False","False","may","9","266","1","0","False","93.994","4.857","False","2022-05-09T00:00:00.000"
"52","52","60","admin_","married","high_school","False","False","may","11","253","1","0","False","93.994","4.857","False","2022-05-11T00:00:00.000"
"53","53","53","admin_","single","professional_course","False","False","may","13","179","1","0","False","93.994","4.857","False","2022-05-13T00:00:00.000"
"54","54","55","blue-collar","married","basic_4y","False","False","may","12","269","2","0","False","93.994","4.857","False","2022-05-12T00:00:00.000"
"55","55","55","technician","married","professional_course","False","True","may","8","135","1","0","False","93.994","4.857","False","2022-05-08T00:00:00.000"
"56","56","50","management","married","university_degree","False","False","may","17","161","1","0","False","93.994","4.857","False","2022-05-17T00:00:00.000"
"57","57","45","services","married","high_school","False","True","may","8","787","1","0","False","93.994","4.857","False","2022-05-08T00:00:00.000"
"58","58","55","unemployed","married","professional_course","False","True","may","8","145","1","0","False","93.994","4.857","False","2022-05-08T00:00:00.000"
"59","59","25","technician","single","university_degree","False","True","may","18","174","1","0","False","93.994","4.857","False","2022-05-18T00:00:00.000"
"60","60","47","entrepreneur","married","university_degree","False","False","may","3","449","1","0","False","93.994","4.857","False","2022-05-03T00:00:00.000"
"61","61","51","blue-collar","married","basic_9y","False","True","may","23","812","1","0","False","93.994","4.857","False","2022-05-23T00:00:00.000"
"62","62","42","blue-collar","married","basic_6y","False","True","may","27","164","1","0","False","93.994","4.857","False","2022-05-27T00:00:00.000"
"63","63","42","blue-collar","married","basic_6y","False","False","may","29","366","1","0","False","93.994","4.857","False","2022-05-29T00:00:00.000"
"64","64","48","admin_","married","high_school","False","False","may","19","357","1","0","False","93.994","4.857","False","2022-05-19T00:00:00.000"
"65","65","37","admin_","married","university_degree","False","False","may","15","232","1","0","False","93.994","4.857","False","2022-05-15T00:00:00.000"
"66","66","44","blue-collar","single","basic_9y","False","True","may","16","91","1","0","False","93.994","4.857","False","2022-05-16T00:00:00.000"
"67","67","33","admin_","married","null","False","True","may","21","273","1","0","False","93.994","4.857","False","2022-05-21T00:00:00.000"
"68","68","56","admin_","married","basic_9y","False","True","may","29","158","2","0","False","93.994","4.857","False","2022-05-29T00:00:00.000"
"69","69","44","blue-collar","single","basic_4y","False","True","may","4","177","1","0","False","93.994","4.857","False","2022-05-04T00:00:00.000"
"70","70","41","management","married","basic_6y","False","False","may","28","200","1","0","False","93.994","4.857","False","2022-05-28T00:00:00.000"
"71","71","44","management","divorced","university_degree","False","True","may","26","172","1","0","False","93.994","4.857","False","2022-05-26T00:00:00.000"
"72","72","47","admin_","married","university_degree","False","True","may","18","176","1","0","False","93.994","4.857","False","2022-05-18T00:00:00.000"
"73","73","57","unknown","married","null","False","False","may","14","211","1","0","False","93.994","4.857","False","2022-05-14T00:00:00.000"
"74","74","37","admin_","married","university_degree","False","True","may","26","214","1","0","False","93.994","4.857","False","2022-05-26T00:00:00.000"
"75","75","41","blue-collar","divorced","basic_4y","False","True","may","20","1575","1","0","False","93.994","4.857","True","2022-05-20T00:00:00.000"
"76","76","55","technician","married","university_degree","False","False","may","16","349","1","0","False","93.994","4.857","False","2022-05-16T00:00:00.000"
"77","77","33","services","married","high_school","False","True","may","28","337","2","0","False","93.994","4.857","False","2022-05-28T00:00:00.000"
"78","78","55","management","married","null","False","True","may","30","272","1","0","False","93.994","4.857","False","2022-05-30T00:00:00.000"
"79","79","42","blue-collar","married","basic_9y","False","False","may","21","208","1","0","False","93.994","4.857","False","2022-05-21T00:00:00.000"
"80","80","50","blue-collar","married","basic_4y","False","True","may","29","193","1","0","False","93.994","4.857","False","2022-05-29T00:00:00.000"
"81","81","51","blue-collar","married","basic_4y","False","False","may","29","212","1","0","False","93.994","4.857","False","2022-05-29T00:00:00.000"
"82","82","38","admin_","married","high_school","False","False","may","27","165","2","0","False","93.994","4.857","False","2022-05-27T00:00:00.000"
"83","83","49","entrepreneur","married","university_degree","False","True","may","6","1042","1","0","False","93.994","4.857","True","2022-05-06T00:00:00.000"
"84","84","38","technician","single","university_degree","False","False","may","23","20","1","0","False","93.994","4.857","False","2022-05-23T00:00:00.000"
"85","85","31","admin_","divorced","high_school","False","False","may","12","246","1","0","False","93.994","4.857","False","2022-05-12T00:00:00.000"
"86","86","41","management","married","basic_6y","False","False","may","23","529","2","0","False","93.994","4.857","False","2022-05-23T00:00:00.000"
"87","87","39","admin_","married","university_degree","False","True","may","21","192","1","0","False","93.994","4.857","False","2022-05-21T00:00:00.000"
"88","88","49","technician","married","basic_9y","False","False","may","19","1467","1","0","False","93.994","4.857","True","2022-05-19T00:00:00.000"
"89","89","34","admin_","married","high_school","False","True","may","17","188","2","0","False","93.994","4.857","False","2022-05-17T00:00:00.000"
"90","90","35","admin_","married","university_degree","False","True","may","29","180","2","0","False","93.994","4.857","False","2022-05-29T00:00:00.000"
"91","91","57","unknown","married","null","False","True","may","5","48","1","0","False","93.994","4.857","False","2022-05-05T00:00:00.000"
"92","92","60","admin_","married","null","False","False","may","2","213","2","0","False","93.994","4.857","False","2022-05-02T00:00:00.000"
"93","93","33","unemployed","married","basic_9y","False","False","may","27","545","1","0","False","93.994","4.857","False","2022-05-27T00:00:00.000"
"94","94","42","blue-collar","married","basic_6y","False","False","may","28","583","1","0","False","93.994","4.857","False","2022-05-28T00:00:00.000"
"95","95","45","services","married","professional_course","False","True","may","25","221","1","0","False","93.994","4.857","False","2022-05-25T00:00:00.000"
"96","96","42","management","married","university_degree","False","False","may","17","426","1","0","False","93.994","4.857","False","2022-05-17T00:00:00.000"
"97","97","53","admin_","divorced","university_degree","False","False","may","27","287","1","0","False","93.994","4.857","False","2022-05-27T00:00:00.000"
"98","98","37","technician","single","professional_course","False","False","may","30","197","1","0","False","93.994","4.857","False","2022-05-30T00:00:00.000"
"99","99","44","blue-collar","married","basic_6y","False","False","may","3","257","1","0","False","93.994","4.857","False","2022-05-03T00:00:00.000"
"100","100","54","services","married","null","False","True","may","25","229","1","0","False","93.994","4.857","False","2022-05-25T00:00:00.000"
"101","101","49","blue-collar","married","basic_4y","False","False","may","30","55","3","0","False","93.994","4.857","False","2022-05-30T00:00:00.000"
"102","102","54","services","married","null","False","False","may","27","400","1","0","False","93.994","4.857","False","2022-05-27T00:00:00.000"
"103","103","52","admin_","divorced","university_degree","False","False","may","19","197","1","0","False","93.994","4.857","False","2022-05-19T00:00:00.000"
"104","104","52","admin_","divorced","university_degree","False","False","may","24","190","1","0","False","93.994","4.857","False","2022-05-24T00:00:00.000"
"105","105","43","services","single","high_school","False","False","may","8","21","1","0","False","93.994","4.857","False","2022-05-08T00:00:00.000"
"106","106","34","housemaid","married","basic_6y","False","True","may","22","300","2","0","False","93.994","4.857","False","2022-05-22T00:00:00.000"
"107","107","35","admin_","married","high_school","False","True","may","9","123","2","0","False","93.994","4.857","False","2022-05-09T00:00:00.000"
"108","108","42","entrepreneur","married","null","False","True","may","15","293","1","0","False","93.994","4.857","False","2022-05-15T00:00:00.000"
"109","109","43","technician","married","null","False","True","may","9","325","1","0","False","93.994","4.857","False","2022-05-09T00:00:00.000"
"110","110","60","retired","divorced","university_degree","False","False","may","4","514","1","0","False","93.994","4.857","False","2022-05-04T00:00:00.000"
"111","111","58","unemployed","married","basic_4y","False","False","may","1","849","2","0","False","93.994","4.857","False","2022-05-01T00:00:00.000"
"112","112","35","services","divorced","high_school","False","True","may","25","194","1","0","False","93.994","4.857","False","2022-05-25T00:00:00.000"
"113","113","55","blue-collar","married","basic_9y","False","True","may","4","212","2","0","False","93.994","4.857","False","2022-05-04T00:00:00.000"
"114","114","37","management","married","university_degree","False","False","may","6","337","2","0","False","93.994","4.857","False","2022-05-06T00:00:00.000"
"115","115","36","blue-collar","married","high_school","False","False","may","20","286","1","0","False","93.994","4.857","False","2022-05-20T00:00:00.000"
"116","116","52","admin_","divorced","university_degree","False","False","may","31","247","2","0","False","93.994","4.857","False","2022-05-31T00:00:00.000"
"117","117","57","blue-collar","divorced","null","False","True","may","24","518","1","0","False","93.994","4.857","False","2022-05-24T00:00:00.000"
"118","118","56","admin_","married","null","False","True","may","6","364","1","0","False","93.994","4.857","False","2022-05-06T00:00:00.000"
"119","119","48","blue-collar","divorced","basic_4y","False","True","may","26","178","1","0","False","93.994","4.857","False","2022-05-26T00:00:00.000"
"120","120","40","blue-collar","married","high_school","False","True","may","21","98","1","0","False","93.994","4.857","False","2022-05-21T00:00:00.000"
"121","121","49","blue-collar","divorced","high_school","False","False","may","1","439","1","0","False","93.994","4.857","False","2022-05-01T00:00:00.000"
"122","122","41","services","married","high_school","False","False","may","18","139","1","0","False","93.994","4.857","False","2022-05-18T00:00:00.000"
"123","123","45","technician","married","high_school","False","True","may","9","79","1","0","False","93.994","4.857","False","2022-05-09T00:00:00.000"
"124","124","32","admin_","married","university_degree","False","True","may","26","175","1","0","False","93.994","4.857","False","2022-05-26T00:00:00.000"
"125","125","42","admin_","married","university_degree","False","False","may","21","262","2","0","False","93.994","4.857","False","2022-05-21T00:00:00.000"
"126","126","50","admin_","married","basic_6y","False","False","may","31","61","1","0","False","93.994","4.857","False","2022-05-31T00:00:00.000"
"127","127","31","technician","divorced","professional_course","False","True","may","24","78","1","0","False","93.994","4.857","False","2022-05-24T00:00:00.000"
"128","128","56","retired","married","basic_4y","False","True","may","23","102","2","0","False","93.994","4.857","False","2022-05-23T00:00:00.000"
"129","129","41","technician","married","professional_course","False","True","may","12","579","1","0","False","93.994","4.857","True","2022-05-12T00:00:00.000"
"130","130","37","blue-collar","married","basic_6y","False","True","may","29","143","1","0","False","93.994","4.857","False","2022-05-29T00:00:00.000"
"131","131","41","technician","married","professional_course","False","False","may","20","677","1","0","False","93.994","4.857","False","2022-05-20T00:00:00.000"
"132","132","35","blue-collar","married","null","False","True","may","22","267","1","0","False","93.994","4.857","False","2022-05-22T00:00:00.000"
"133","133","37","blue-collar","married","basic_6y","False","True","may","12","345","1","0","False","93.994","4.857","False","2022-05-12T00:00:00.000"
"134","134","52","management","married","university_degree","False","False","may","19","185","1","0","False","93.994","4.857","False","2022-05-19T00:00:00.000"
"135","135","39","management","divorced","university_degree","False","False","may","5","207","1","0","False","93.994","4.857","False","2022-05-05T00:00:00.000"
"136","136","39","housemaid","married","basic_4y","False","False","may","26","69","2","0","False","93.994","4.857","False","2022-05-26T00:00:00.000"
"137","137","56","blue-collar","married","basic_4y","False","False","may","19","100","2","0","False","93.994","4.857","False","2022-05-19T00:00:00.000"
"138","138","34","services","married","high_school","False","True","may","28","125","2","0","False","93.994","4.857","False","2022-05-28T00:00:00.000"
"139","139","45","blue-collar","married","basic_9y","False","True","may","27","461","1","0","False","93.994","4.857","True","2022-05-27T00:00:00.000"
"140","140","43","unemployed","single","university_degree","False","True","may","16","240","1","0","False","93.994","4.857","False","2022-05-16T00:00:00.000"
"141","141","56","management","married","null","False","True","may","22","70","1","0","False","93.994","4.857","False","2022-05-22T00:00:00.000"
"142","142","39","management","married","university_degree","False","True","may","24","193","1","0","False","93.994","4.857","False","2022-05-24T00:00:00.000"
"143","143","53","blue-collar","married","basic_4y","False","True","may","17","136","1","0","False","93.994","4.857","False","2022-05-17T00:00:00.000"
"144","144","38","unknown","divorced","high_school","False","True","may","24","73","1","0","False","93.994","4.857","False","2022-05-24T00:00:00.000"
"145","145","42","blue-collar","married","basic_4y","False","True","may","6","528","1","0","False","93.994","4.857","False","2022-05-06T00:00:00.000"
"146","146","42","blue-collar","married","basic_4y","False","False","may","11","541","1","0","False","93.994","4.857","False","2022-05-11T00:00:00.000"
"147","147","35","admin_","single","high_school","False","True","may","16","338","1","0","False","93.994","4.857","False","2022-05-16T00:00:00.000"
"148","148","40","admin_","married","university_degree","False","True","may","28","163","1","0","False","93.994","4.857","False","2022-05-28T00:00:00.000"
"149","149","51","blue-collar","married","basic_4y","False","True","may","25","87","1","0","False","93.994","4.857","False","2022-05-25T00:00:00.000"
"150","150","60","blue-collar","married","basic_9y","False","False","may","3","301","1","0","False","93.994","4.857","False","2022-05-03T00:00:00.000"
"151","151","56","entrepreneur","married","null","False","True","may","22","46","1","0","False","93.994","4.857","False","2022-05-22T00:00:00.000"
"152","152","39","services","divorced","high_school","False","True","may","8","52","1","0","False","93.994","4.857","False","2022-05-08T00:00:00.000"
"153","153","56","entrepreneur","married","null","False","False","may","3","204","1","0","False","93.994","4.857","False","2022-05-03T00:00:00.000"
"154","154","40","blue-collar","married","null","False","True","may","12","155","1","0","False","93.994","4.857","False","2022-05-12T00:00:00.000"
"155","155","36","blue-collar","married","basic_9y","False","True","may","15","98","1","0","False","93.994","4.857","False","2022-05-15T00:00:00.000"
"156","156","51","blue-collar","married","null","False","True","may","25","71","1","0","False","93.994","4.857","False","2022-05-25T00:00:00.000"
"157","157","51","blue-collar","married","null","False","False","may","29","243","1","0","False","93.994","4.857","False","2022-05-29T00:00:00.000"
"158","158","43","technician","single","professional_course","False","True","may","7","186","2","0","False","93.994","4.857","False","2022-05-07T00:00:00.000"
"159","159","59","services","married","high_school","False","False","may","27","579","2","0","False","93.994","4.857","False","2022-05-27T00:00:00.000"
"160","160","24","management","single","university_degree","False","True","may","3","165","2","0","False","93.994","4.857","False","2022-05-03T00:00:00.000"
"161","161","37","blue-collar","single","basic_9y","False","True","may","9","163","2","0","False","93.994","4.857","False","2022-05-09T00:00:00.000"
"162","162","40","blue-collar","married","basic_9y","False","False","may","29","46","1","0","False","93.994","4.857","False","2022-05-29T00:00:00.000"
"163","163","42","blue-collar","married","basic_9y","False","False","may","15","559","3","0","False","93.994","4.857","False","2022-05-15T00:00:00.000"
"164","164","39","services","divorced","high_school","False","False","may","18","2033","1","0","False","93.994","4.857","False","2022-05-18T00:00:00.000"
"165","165","37","entrepreneur","married","basic_6y","False","False","may","22","85","1","0","False","93.994","4.857","False","2022-05-22T00:00:00.000"
"166","166","38","services","married","high_school","False","True","may","4","506","1","0","False","93.994","4.857","False","2022-05-04T00:00:00.000"
"167","167","56","admin_","divorced","null","False","False","may","12","114","2","0","False","93.994","4.857","False","2022-05-12T00:00:00.000"
"168","168","40","blue-collar","married","null","False","False","may","19","114","2","0","False","93.994","4.857","False","2022-05-19T00:00:00.000"
"169","169","54","management","divorced","university_degree","False","True","may","25","843","2","0","False","93.994","4.857","False","2022-05-25T00:00:00.000"
"170","170","43","blue-collar","married","high_school","False","False","may","12","181","1","0","False","93.994","4.857","False","2022-05-12T00:00:00.000"
"171","171","36","services","married","high_school","False","False","may","5","427","1","0","False","93.994","4.857","False","2022-05-05T00:00:00.000"
"172","172","45","technician","married","university_degree","False","True","may","24","292","1","0","False","93.994","4.857","False","2022-05-24T00:00:00.000"
"173","173","42","admin_","single","university_degree","False","False","may","7","192","1","0","False","93.994","4.857","False","2022-05-07T00:00:00.000"
"174","174","43","services","married","high_school","False","False","may","2","93","3","0","False","93.994","4.857","False","2022-05-02T00:00:00.000"
"175","175","46","management","married","basic_9y","False","False","may","9","128","2","0","False","93.994","4.857","False","2022-05-09T00:00:00.000"
"176","176","44","services","married","high_school","False","True","may","29","107","1","0","False","93.994","4.857","False","2022-05-29T00:00:00.000"
"177","177","51","admin_","single","basic_6y","False","False","may","13","303","2","0","False","93.994","4.857","False","2022-05-13T00:00:00.000"
"178","178","28","services","married","high_school","False","True","may","11","81","1","0","False","93.994","4.857","False","2022-05-11T00:00:00.000"
"179","179","37","blue-collar","married","basic_9y","False","False","may","30","270","1","0","False","93.994","4.857","False","2022-05-30T00:00:00.000"
"180","180","34","technician","married","high_school","False","False","may","12","228","1","0","False","93.994","4.857","False","2022-05-12T00:00:00.000"
"181","181","46","blue-collar","married","basic_6y","False","True","may","31","240","1","0","False","93.994","4.857","False","2022-05-31T00:00:00.000"
"182","182","42","blue-collar","married","basic_9y","False","True","may","20","673","2","0","False","93.994","4.857","True","2022-05-20T00:00:00.000"
"183","183","36","admin_","married","university_degree","False","True","may","8","233","3","0","False","93.994","4.857","False","2022-05-08T00:00:00.000"
"184","184","54","blue-collar","married","basic_4y","False","False","may","13","102","1","0","False","93.994","4.857","False","2022-05-13T00:00:00.000"
"185","185","57","management","married","university_degree","False","False","may","19","461","1","0","False","93.994","4.857","False","2022-05-19T00:00:00.000"
"186","186","51","technician","married","basic_6y","False","False","may","20","250","1","0","False","93.994","4.857","False","2022-05-20T00:00:00.000"
"187","187","54","retired","married","high_school","False","False","may","3","130","1","0","False","93.994","4.857","False","2022-05-03T00:00:00.000"
"188","188","49","blue-collar","married","basic_4y","False","False","may","18","252","1","0","False","93.994","4.857","False","2022-05-18T00:00:00.000"
"189","189","34","admin_","married","university_degree","False","True","may","19","138","1","0","False","93.994","4.857","False","2022-05-19T00:00:00.000"
"190","190","41","technician","married","professional_course","False","False","may","10","412","1","0","False","93.994","4.857","False","2022-05-10T00:00:00.000"
"191","191","38","blue-collar","single","basic_9y","False","True","may","19","179","2","0","False","93.994","4.857","False","2022-05-19T00:00:00.000"
"192","192","45","management","divorced","university_degree","False","False","may","7","19","2","0","False","93.994","4.857","False","2022-05-07T00:00:00.000"
"193","193","42","technician","married","university_degree","False","False","may","26","228","2","0","False","93.994","4.857","False","2022-05-26T00:00:00.000"
"194","194","34","blue-collar","single","basic_9y","False","True","may","31","55","1","0","False","93.994","4.857","False","2022-05-31T00:00:00.000"
"195","195","48","blue-collar","married","basic_4y","False","True","may","6","717","1","0","False","93.994","4.857","False","2022-05-06T00:00:00.000"
"196","196","37","admin_","married","high_school","False","True","may","7","313","1","0","False","93.994","4.857","False","2022-05-07T00:00:00.000"
"197","197","34","blue-collar","single","basic_9y","False","False","may","29","289","1","0","False","93.994","4.857","False","2022-05-29T00:00:00.000"
"198","198","40","admin_","married","basic_9y","False","True","may","25","683","2","0","False","93.994","4.857","False","2022-05-25T00:00:00.000"
"199","199","43","blue-collar","married","basic_6y","False","True","may","29","1077","1","0","False","93.994","4.857","False","2022-05-29T00:00:00.000"
"200","200","33","services","married","high_school","False","False","may","9","146","2","0","False","93.994","4.857","False","2022-05-09T00:00:00.000"
"201","201","32","services","single","basic_6y","False","False","may","15","167","1","0","False","93.994","4.857","False","2022-05-15T00:00:00.000"
"202","202","39","blue-collar","married","high_school","False","True","may","20","356","2","0","False","93.994","4.857","False","2022-05-20T00:00:00.000"
"203","203","43","admin_","married","null","False","False","may","13","277","1","0","False","93.994","4.857","False","2022-05-13T00:00:00.000"
"204","204","44","blue-collar","married","basic_9y","False","True","may","9","172","1","0","False","93.994","4.857","False","2022-05-09T00:00:00.000"
"205","205","35","student","single","university_degree","False","False","may","10","218","1","0","False","93.994","4.857","False","2022-05-10T00:00:00.000"
"206","206","35","student","single","university_degree","False","True","may","4","217","1","0","False","93.994","4.857","False","2022-05-04T00:00:00.000"
"207","207","35","unemployed","married","professional_course","False","False","may","26","67","1","0","False","93.994","4.857","False","2022-05-26T00:00:00.000"
"208","208","36","services","single","basic_4y","False","False","may","8","291","1","0","False","93.994","4.857","False","2022-05-08T00:00:00.000"
"209","209","35","student","single","university_degree","False","True","may","24","248","1","0","False","93.994","4.857","False","2022-05-24T00:00:00.000"
"210","210","36","student","single","basic_9y","False","True","may","19","256","1","0","False","93.994","4.857","False","2022-05-19T00:00:00.000"
"211","211","55","housemaid","divorced","university_degree","False","False","may","25","286","1","0","False","93.994","4.857","False","2022-05-25T00:00:00.000"
"212","212","59","admin_","married","university_degree","False","False","may","31","477","1","0","False","93.994","4.857","False","2022-05-31T00:00:00.000"
"213","213","57","retired","married","null","False","False","may","5","611","2","0","False","93.994","4.857","False","2022-05-05T00:00:00.000"
"214","214","39","blue-collar","married","professional_course","False","True","may","14","471","1","0","False","93.994","4.857","False","2022-05-14T00:00:00.000"
"215","215","39","housemaid","married","basic_4y","False","True","may","22","381","2","0","False","93.994","4.857","False","2022-05-22T00:00:00.000"
"216","216","30","blue-collar","single","null","False","True","may","2","251","1","0","False","93.994","4.857","False","2022-05-02T00:00:00.000"
"217","217","30","blue-collar","single","null","False","True","may","20","408","1","0","False","93.994","4.857","False","2022-05-20T00:00:00.000"
"218","218","50","housemaid","married","basic_4y","False","False","may","29","287","1","0","False","93.994","4.857","False","2022-05-29T00:00:00.000"
"219","219","40","services","married","high_school","False","False","may","9","322","3","0","False","93.994","4.857","False","2022-05-09T00:00:00.000"
"220","220","35","admin_","married","high_school","False","True","may","20","216","2","0","False","93.994","4.857","False","2022-05-20T00:00:00.000"
"221","221","43","technician","married","null","False","False","may","26","366","2","0","False","93.994","4.857","False","2022-05-26T00:00:00.000"
"222","222","36","services","single","basic_6y","False","True","may","26","210","1","0","False","93.994","4.857","False","2022-05-26T00:00:00.000"
"223","223","46","technician","married","basic_4y","False","True","may","19","288","1","0","False","93.994","4.857","False","2022-05-19T00:00:00.000"
"224","224","40","technician","married","basic_9y","False","False","may","15","168","1","0","False","93.994","4.857","False","2022-05-15T00:00:00.000"
"225","225","58","retired","married","university_degree","False","False","may","17","132","1","0","False","93.994","4.857","False","2022-05-17T00:00:00.000"
"226","226","42","technician","married","university_degree","False","False","may","26","64","2","0","False","93.994","4.857","False","2022-05-26T00:00:00.000"
"227","227","35","admin_","single","university_degree","False","False","may","8","209","2","0","False","93.994","4.857","False","2022-05-08T00:00:00.000"
"228","228","43","retired","married","basic_4y","False","False","may","9","410","3","0","False","93.994","4.857","False","2022-05-09T00:00:00.000"
